pair,centroid_distance_top10PC,centroid_distance_tSNE,PC1_cliffs_delta
端正易读 vs 美观,12.963675783915296,24.72837389357941,0.2982308545524691
端正易读 vs 极致扭曲,14.126735141264874,31.560160937604355,0.33535264756944444
美观 vs 极致扭曲,3.5545270045083335,6.888795030869879,0.049996865354938275
